city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Cleveland,Cleveland,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.3236,-93.8353,717,506,polygon,FALSE,TRUE,America/Chicago,3,56017,1840006788
Lamberton,Lamberton,MN,Minnesota,27127,Redwood,27127,Redwood,44.2306,-95.2676,775,391,polygon,FALSE,TRUE,America/Chicago,3,56152,1840007873
Pennock,Pennock,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.1459,-95.175,510,192,polygon,FALSE,TRUE,America/Chicago,3,56279,1840008908
Murdock,Murdock,MN,Minnesota,27151,Swift,27151,Swift,45.2234,-95.3946,265,164,polygon,FALSE,TRUE,America/Chicago,3,56271,1840007804
Wilmont,Wilmont,MN,Minnesota,27105,Nobles,27105,Nobles,43.765,-95.8269,340,189,polygon,FALSE,TRUE,America/Chicago,3,56185,1840010035
Twin Lakes,Twin Lakes,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.5608,-93.4235,148,117,polygon,FALSE,TRUE,America/Chicago,3,56089,1840010037
Elkton,Elkton,MN,Minnesota,27099,Mower,27099,Mower,43.6602,-92.7065,145,43,polygon,FALSE,TRUE,America/Chicago,3,55933,1840007934
North Branch,North Branch,MN,Minnesota,27025,Chisago,27025,Chisago,45.5137,-92.9601,6662,113,polygon,FALSE,TRUE,America/Chicago,3,55056 55032,1840007790
Oklee,Oklee,MN,Minnesota,27125,Red Lake,27125,Red Lake,47.839,-95.8509,425,265,polygon,FALSE,TRUE,America/Chicago,3,56742,1840007712
Ogilvie,Ogilvie,MN,Minnesota,27065,Kanabec,27065,Kanabec,45.8291,-93.4221,367,138,polygon,FALSE,TRUE,America/Chicago,3,56358,1840007764
Goodview,Goodview,MN,Minnesota,27169,Winona,27169,Winona,44.0693,-91.7167,4109,719,polygon,FALSE,TRUE,America/Chicago,3,55959 55987,1840007920
Correll,Correll,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.232,-96.1627,32,32,polygon,FALSE,TRUE,America/Chicago,3,56227,1840006696
Angle Inlet,Angle Inlet,MN,Minnesota,27077,Lake of the Woods,27077,Lake of the Woods,49.3465,-95.0732,17,3,polygon,FALSE,FALSE,America/Chicago,3,56711,1840027030
Green Isle,Green Isle,MN,Minnesota,27143,Sibley,27143,Sibley,44.6804,-94.0052,542,206,polygon,FALSE,TRUE,America/Chicago,3,55338,1840007867
Hoyt Lakes,Hoyt Lakes,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5598,-92.1157,1978,13,polygon,FALSE,TRUE,America/Chicago,3,55750,1840006595
Eagan,Eagan,MN,Minnesota,27037,Dakota,27037,Dakota,44.8169,-93.1638,66627,824,polygon,FALSE,TRUE,America/Chicago,3,55121 55122 55123,1840007852
Quamba,Quamba,MN,Minnesota,27065,Kanabec,27065,Kanabec,45.9155,-93.1753,128,71,polygon,FALSE,TRUE,America/Chicago,3,55007 55051,1840008870
Minneiska,Minneiska,MN,Minnesota,27169,Winona,27169|27157,Winona|Wabasha,44.1976,-91.8764,109,82,polygon,FALSE,TRUE,America/Chicago,3,55910,1840007901
Apple Valley,Apple Valley,MN,Minnesota,27037,Dakota,27037,Dakota,44.7457,-93.2006,52435,1193,polygon,FALSE,TRUE,America/Chicago,3,55124,1840006768
Nassau,Nassau,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,45.0677,-96.4417,68,165,polygon,FALSE,TRUE,America/Chicago,3,56257,1840007820
Bejou,Bejou,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.4429,-95.9727,92,123,polygon,FALSE,TRUE,America/Chicago,3,56516,1840006616
Bird Island,Bird Island,MN,Minnesota,27129,Renville,27129,Renville,44.7648,-94.8949,969,245,polygon,FALSE,TRUE,America/Chicago,3,55310,1840006773
Laporte,Laporte,MN,Minnesota,27057,Hubbard,27057,Hubbard,47.2147,-94.7573,112,61,polygon,FALSE,TRUE,America/Chicago,3,56461,1840007724
Lynd,Lynd,MN,Minnesota,27083,Lyon,27083,Lyon,44.3973,-95.8812,461,142,polygon,FALSE,TRUE,America/Chicago,3,56157,1840008966
Chandler,Chandler,MN,Minnesota,27101,Murray,27101,Murray,43.9306,-95.9512,251,122,polygon,FALSE,TRUE,America/Chicago,3,56122,1840006801
Cokato,Cokato,MN,Minnesota,27171,Wright,27171,Wright,45.0771,-94.1879,4314,686,polygon,FALSE,TRUE,America/Chicago,3,55321,1840006705
Fifty Lakes,Fifty Lakes,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.7618,-94.0897,403,5,polygon,FALSE,TRUE,America/Chicago,3,56448,1840007737
Lake Shore,Lake Shore,MN,Minnesota,27021,Cass,27021,Cass,46.504,-94.3635,1046,31,polygon,FALSE,TRUE,America/Chicago,3,56468,1840007722
Dawson,Dawson,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,44.9289,-96.0504,1410,380,polygon,FALSE,TRUE,America/Chicago,3,56232,1840006743
Mahtomedi,Mahtomedi,MN,Minnesota,27163,Washington,27163,Washington,45.0619,-92.966,8191,915,polygon,FALSE,TRUE,America/Chicago,3,55110 55115,1840008913
Buckman,Buckman,MN,Minnesota,27097,Morrison,27097,Morrison,45.8973,-94.094,271,103,polygon,FALSE,TRUE,America/Chicago,3,56364 56317,1840006669
Walters,Walters,MN,Minnesota,27043,Faribault,27043,Faribault,43.6049,-93.6743,67,129,polygon,FALSE,TRUE,America/Chicago,3,56097,1840010042
Sargeant,Sargeant,MN,Minnesota,27099,Mower,27099,Mower,43.8057,-92.8006,61,27,polygon,FALSE,TRUE,America/Chicago,3,55973,1840009007
Orono,Orono,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9644,-93.5909,8147,197,polygon,FALSE,TRUE,America/Chicago,3,55384 55391 55356 55323,1840008927
Starbuck,Starbuck,MN,Minnesota,27121,Pope,27121,Pope,45.6121,-95.5333,1253,301,polygon,FALSE,TRUE,America/Chicago,3,56381,1840008890
Eitzen,Eitzen,MN,Minnesota,27055,Houston,27055,Houston,43.508,-91.4636,252,159,polygon,FALSE,TRUE,America/Chicago,3,55931,1840007937
Corcoran,Corcoran,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1089,-93.5837,5912,63,polygon,FALSE,TRUE,America/Chicago,3,55340 55374 55357,1840006744
Arden Hills,Arden Hills,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0722,-93.1671,10362,469,polygon,FALSE,TRUE,America/Chicago,3,55112,1840006752
Minneota,Minneota,MN,Minnesota,27083,Lyon,27083,Lyon,44.5626,-95.9827,1371,364,polygon,FALSE,TRUE,America/Chicago,3,56264,1840007880
Montrose,Montrose,MN,Minnesota,27171,Wright,27171,Wright,45.0668,-93.9206,4974,402,polygon,FALSE,TRUE,America/Chicago,3,55363,1840007796
Lakeland,Lakeland,MN,Minnesota,27163,Washington,27163,Washington,44.9503,-92.77,1826,340,polygon,FALSE,TRUE,America/Chicago,3,55043,1840007816
Bayport,Bayport,MN,Minnesota,27163,Washington,27163,Washington,45.0152,-92.7789,3735,818,polygon,FALSE,TRUE,America/Chicago,3,55003,1840006737
Ortonville,Ortonville,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.3017,-96.4415,1805,166,polygon,FALSE,TRUE,America/Chicago,3,56278,1840008896
